Periodo,Entidad_Federativa,Sexo,Grupo_edad,Actividad_economica,Numero_personas
20200301,Campeche,Mujer,15 A 24 AÑOS,No Especificado,465
20200301,Campeche,Mujer,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",375
20200301,Campeche,Hombre,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,75
20200301,Campeche,Hombre,15 A 24 AÑOS,Servicios Diversos,3015
20200301,Campeche,Hombre,25 A 44 AÑOS,Comercio,14855
20200301,Campeche,Hombre,NO ESPECIFICADO,Industria Extractiva y de la Electricidad,44
20200301,Campeche,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",1607
20200301,Campeche,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",1706
20200301,Campeche,Hombre,NO ESPECIFICADO,Construcción,93
20200301,Campeche,Hombre,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",8501
20200301,Campeche,Mujer,15 A 24 AÑOS,Servicios Sociales,1480
20200301,Campeche,Mujer,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,57
20200301,Campeche,Hombre,25 A 44 AÑOS,No Especificado,523
20200301,Campeche,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,5380
20200301,Campeche,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",26938
20200301,Campeche,Hombre,65 AÑOS Y MAS,Comercio,1383
20200301,Campeche,Mujer,25 A 44 AÑOS,Servicios Sociales,11949
20200301,Campeche,Mujer,45 A 64 AÑOS,Comercio,10856
20200301,Campeche,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",199
20200301,Campeche,Mujer,45 A 64 AÑOS,No Especificado,319
20200301,Campeche,Mujer,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",369
20200301,Campeche,Mujer,65 AÑOS Y MAS,Industria Manufacturera,1098
20200301,Campeche,Hombre,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,632
20200301,Campeche,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",1349
20200301,Campeche,Mujer,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,11654
20200301,Campeche,Mujer,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",833
20200301,Campeche,Mujer,25 A 44 AÑOS,Comercio,19423
20200301,Campeche,Mujer,25 A 44 AÑOS,Gobierno y Organismos Internacionales,5769
20200301,Campeche,Hombre,45 A 64 AÑOS,No Especificado,277
20200301,Campeche,Mujer,25 A 44 AÑOS,Industria Manufacturera,9980
20200301,Campeche,Hombre,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",6539
20200301,Campeche,Hombre,45 A 64 AÑOS,Industria Manufacturera,4739
20200301,Campeche,Mujer,25 A 44 AÑOS,No Especificado,387
20200301,Campeche,Mujer,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,649
20200301,Campeche,Hombre,15 A 24 AÑOS,Gobierno y Organismos Internacionales,1841
20200301,Campeche,Hombre,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",22703
20200301,Campeche,Hombre,45 A 64 AÑOS,Construcción,9364
20200301,Campeche,Hombre,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,264
20200301,Campeche,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",525
20200301,Campeche,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,1092
20200301,Campeche,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,6789
20200301,Campeche,Mujer,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",131
20200301,Campeche,Hombre,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",5030
20200301,Campeche,Hombre,65 AÑOS Y MAS,Industria Extractiva y de la Electricidad,115
20200301,Campeche,Hombre,65 AÑOS Y MAS,Industria Manufacturera,1117
20200301,Campeche,Hombre,15 A 24 AÑOS,Industria Manufacturera,4496
20200301,Campeche,Hombre,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",6171
20200301,Campeche,Hombre,65 AÑOS Y MAS,Servicios Diversos,808
20200301,Campeche,Mujer,45 A 64 AÑOS,Servicios Diversos,8193
20200301,Campeche,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,2547
20200301,Campeche,Hombre,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",6167
20200301,Campeche,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",1059
20200301,Campeche,Hombre,25 A 44 AÑOS,Gobierno y Organismos Internacionales,8899
20200301,Campeche,Hombre,65 AÑOS Y MAS,Construcción,955
20200301,Campeche,Mujer,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,1377
20200301,Campeche,Mujer,65 AÑOS Y MAS,Comercio,2400
20200301,Campeche,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,3291
20200301,Campeche,Mujer,45 A 64 AÑOS,Construcción,265
20200301,Campeche,Hombre,45 A 64 AÑOS,Servicios Sociales,4917
20200301,Campeche,Mujer,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",1175
20200301,Campeche,Hombre,NO ESPECIFICADO,Comercio,16
20200301,Campeche,Mujer,15 A 24 AÑOS,Construcción,224
20200301,Campeche,Hombre,45 A 64 AÑOS,Comercio,5311
20200301,Campeche,Mujer,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",4390
20200301,Chiapas,Hombre,45 A 64 AÑOS,Servicios Sociales,20033
20200301,Chiapas,Mujer,45 A 64 AÑOS,Comercio,57675
20200301,Chiapas,Mujer,45 A 64 AÑOS,No Especificado,172
20200301,Chiapas,Hombre,15 A 24 AÑOS,Comercio,29695
20200301,Chiapas,Hombre,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,3560
20200301,Chiapas,Mujer,25 A 44 AÑOS,No Especificado,184
20200301,Chiapas,Mujer,15 A 24 AÑOS,Comercio,33549
20200301,Chiapas,Mujer,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",2074
20200301,Chiapas,Mujer,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,1007
20200301,Chiapas,Mujer,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",2199
20200301,Chiapas,Mujer,65 AÑOS Y MAS,Comercio,12087
20200301,Chiapas,Mujer,45 A 64 AÑOS,Industria Manufacturera,23836
20200301,Chiapas,Hombre,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,3154
20200301,Chiapas,Hombre,25 A 44 AÑOS,No Especificado,259
20200301,Chiapas,Hombre,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",26941
20200301,Chiapas,Hombre,45 A 64 AÑOS,Servicios Diversos,20216
20200301,Chiapas,Hombre,65 AÑOS Y MAS,No Especificado,101
20200301,Chiapas,Mujer,25 A 44 AÑOS,Gobierno y Organismos Internacionales,20392
20200301,Chiapas,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",346
20200301,Chiapas,Hombre,15 A 24 AÑOS,Servicios Sociales,3949
20200301,Chiapas,Hombre,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,63
20200301,Chiapas,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,1345
20200301,Chiapas,Mujer,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,24325
20200301,Chiapas,Mujer,65 AÑOS Y MAS,Industria Manufacturera,4331
20200301,Chiapas,Hombre,45 A 64 AÑOS,Construcción,34723
20200301,Chiapas,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",5286
20200301,Chiapas,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,171
20200301,Chiapas,Mujer,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",217
20200301,Chiapas,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,10541
20200301,Chiapas,Hombre,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",22360
20200301,Chiapas,Hombre,65 AÑOS Y MAS,Industria Manufacturera,13694
20200301,Chiapas,Mujer,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",14137
20200301,Chiapas,Mujer,65 AÑOS Y MAS,Servicios Diversos,3163
20200301,Chiapas,Mujer,15 A 24 AÑOS,Construcción,161
20200301,Chiapas,Mujer,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",990
20200301,Chiapas,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",238553
20200301,Chiapas,Hombre,45 A 64 AÑOS,No Especificado,1187
20200301,Chiapas,Hombre,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",12265
20200301,Chiapas,Mujer,15 A 24 AÑOS,No Especificado,748
20200301,Chiapas,Mujer,15 A 24 AÑOS,Servicios Sociales,9206
20200301,Chiapas,Mujer,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,634
20200301,Chiapas,Mujer,45 A 64 AÑOS,Servicios Sociales,21762
20200301,Chiapas,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",7336
20200301,Chiapas,Hombre,15 A 24 AÑOS,Servicios Diversos,9201
20200301,Chiapas,Hombre,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",71311
20200301,Chiapas,Hombre,25 A 44 AÑOS,Industria Manufacturera,81145
20200301,Chiapas,Hombre,65 AÑOS Y MAS,Construcción,1207
20200301,Chiapas,Mujer,25 A 44 AÑOS,Servicios Diversos,49722
20200301,Chiapas,Hombre,15 A 24 AÑOS,No Especificado,1341
20200301,Chiapas,Hombre,25 A 44 AÑOS,Comercio,61987
20200301,Chiapas,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,12773
20200301,Chiapas,Hombre,45 A 64 AÑOS,Industria Manufacturera,59022
20200301,Chiapas,Mujer,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",12834
20200301,Chiapas,Mujer,25 A 44 AÑOS,Comercio,81017
20200301,Chiapas,Hombre,15 A 24 AÑOS,Construcción,18819
20200301,Chiapas,Hombre,15 A 24 AÑOS,Industria Manufacturera,42308
20200301,Chiapas,Hombre,25 A 44 AÑOS,Gobierno y Organismos Internacionales,33960
20200301,Chiapas,Hombre,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",40835
20200301,Chiapas,Hombre,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",182004
20200301,Chiapas,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",14006
20200301,Chiapas,Mujer,45 A 64 AÑOS,Servicios Diversos,34147
20200301,Chiapas,Mujer,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,381
20200301,Chiapas,Hombre,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,10779
20200301,Chiapas,Mujer,15 A 24 AÑOS,Industria Manufacturera,10974
20200301,Chiapas,Hombre,65 AÑOS Y MAS,Comercio,5655
20200301,Chiapas,Mujer,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",363
20200301,Chiapas,Mujer,45 A 64 AÑOS,Gobierno y Organismos Internacionales,13007
20200301,Chiapas,Hombre,65 AÑOS Y MAS,Servicios Sociales,1474
20200301,Chiapas,Mujer,15 A 24 AÑOS,Servicios Diversos,12001
20200301,Chiapas,Hombre,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",135570
20200301,Chiapas,Hombre,65 AÑOS Y MAS,Servicios Diversos,3089
20200301,Chiapas,Mujer,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,42515
20200301,Chiapas,Mujer,45 A 64 AÑOS,Construcción,363
20200301,Chiapas,Hombre,15 A 24 AÑOS,Gobierno y Organismos Internacionales,8319
20200301,Chiapas,Hombre,25 A 44 AÑOS,Construcción,56755
20200301,Chiapas,Hombre,45 A 64 AÑOS,Gobierno y Organismos Internacionales,16279
20200301,Chiapas,Hombre,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,1344
20200301,Chiapas,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",3958
20200301,Chiapas,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",3613
20200301,Chiapas,Hombre,25 A 44 AÑOS,Servicios Diversos,24443
20200301,Chiapas,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,4884
20200301,Chiapas,Mujer,25 A 44 AÑOS,Industria Manufacturera,23904
20200301,Chiapas,Mujer,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,6145
20200301,Chiapas,Hombre,25 A 44 AÑOS,Servicios Sociales,33738
20200301,Chiapas,Hombre,45 A 64 AÑOS,Comercio,33552
20200301,Chiapas,Mujer,25 A 44 AÑOS,Servicios Sociales,48575
20200301,Chiapas,Mujer,65 AÑOS Y MAS,Servicios Sociales,750
20200301,Chiapas,Hombre,65 AÑOS Y MAS,Industria Extractiva y de la Electricidad,872
20200301,Chiapas,Hombre,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",2434
20200301,Chiapas,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",2468
20200301,Chiapas,Mujer,25 A 44 AÑOS,Construcción,2326
20200301,Chiapas,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,37810
20200301,Chihuahua,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",820
20200301,Chihuahua,Mujer,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",14172
20200301,Chihuahua,Mujer,45 A 64 AÑOS,Gobierno y Organismos Internacionales,10927
20200301,Chihuahua,Mujer,65 AÑOS Y MAS,Industria Manufacturera,822
20200301,Chihuahua,Hombre,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,2085
20200301,Chihuahua,Hombre,15 A 24 AÑOS,No Especificado,5596
20200301,Chihuahua,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",9052
20200301,Chihuahua,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",5905
20200301,Chihuahua,Mujer,45 A 64 AÑOS,Industria Manufacturera,48636
20200301,Chihuahua,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",42347
20200301,Chihuahua,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,2532
20200301,Chihuahua,Mujer,45 A 64 AÑOS,No Especificado,2258
20200301,Chihuahua,Hombre,25 A 44 AÑOS,No Especificado,9614
20200301,Chihuahua,Mujer,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",5524
20200301,Chihuahua,Hombre,15 A 24 AÑOS,Gobierno y Organismos Internacionales,2482
20200301,Chihuahua,Hombre,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,1281
20200301,Chihuahua,Mujer,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,556
20200301,Chihuahua,Mujer,15 A 24 AÑOS,No Especificado,2395
20200301,Chihuahua,Mujer,15 A 24 AÑOS,Servicios Sociales,10671
20200301,Chihuahua,Mujer,25 A 44 AÑOS,Comercio,61197
20200301,Chihuahua,Hombre,15 A 24 AÑOS,Servicios Diversos,11679
20200301,Chihuahua,Hombre,25 A 44 AÑOS,Servicios Sociales,24777
20200301,Chihuahua,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",2279
20200301,Chihuahua,Mujer,65 AÑOS Y MAS,No Especificado,570
20200301,Chihuahua,Hombre,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",23361
20200301,Chihuahua,Hombre,45 A 64 AÑOS,Industria Manufacturera,76233
20200301,Chihuahua,Mujer,25 A 44 AÑOS,No Especificado,2584
20200301,Chihuahua,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",903
20200301,Chihuahua,Hombre,15 A 24 AÑOS,Construcción,12484
20200301,Chihuahua,Hombre,45 A 64 AÑOS,Construcción,40247
20200301,Chihuahua,Hombre,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,1425
20200301,Chihuahua,Hombre,65 AÑOS Y MAS,Servicios Sociales,2358
20200301,Chihuahua,Mujer,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,10542
20200301,Chihuahua,Mujer,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",21356
20200301,Chihuahua,Hombre,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,15551
20200301,Chihuahua,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,8764
20200301,Chihuahua,Hombre,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",20492
20200301,Chihuahua,Hombre,65 AÑOS Y MAS,Industria Manufacturera,4125
20200301,Chihuahua,Hombre,15 A 24 AÑOS,Industria Manufacturera,54971
20200301,Chihuahua,Hombre,25 A 44 AÑOS,Gobierno y Organismos Internacionales,21569
20200301,Chihuahua,Hombre,45 A 64 AÑOS,Comercio,54060
20200301,Chihuahua,Hombre,45 A 64 AÑOS,Gobierno y Organismos Internacionales,14674
20200301,Chihuahua,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,856
20200301,Chihuahua,Mujer,45 A 64 AÑOS,Servicios Diversos,25266
20200301,Chihuahua,Hombre,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,13041
20200301,Chihuahua,Hombre,65 AÑOS Y MAS,Comercio,6905
20200301,Chihuahua,Mujer,15 A 24 AÑOS,Comercio,27478
20200301,Chihuahua,Mujer,25 A 44 AÑOS,Servicios Sociales,47733
20200301,Chihuahua,Mujer,45 A 64 AÑOS,Comercio,44639
20200301,Chihuahua,Mujer,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",2651
20200301,Chihuahua,Hombre,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",19430
20200301,Chihuahua,Hombre,65 AÑOS Y MAS,No Especificado,315
20200301,Chihuahua,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",1168
20200301,Chihuahua,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,14680
20200301,Chihuahua,Mujer,65 AÑOS Y MAS,Servicios Sociales,1594
20200301,Chihuahua,Hombre,25 A 44 AÑOS,Industria Manufacturera,145706
20200301,Chihuahua,Mujer,25 A 44 AÑOS,Construcción,3486
20200301,Chihuahua,Mujer,45 A 64 AÑOS,Servicios Sociales,24510
20200301,Chihuahua,Hombre,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",26259
20200301,Chihuahua,Hombre,25 A 44 AÑOS,Servicios Diversos,27786
20200301,Chihuahua,Hombre,15 A 24 AÑOS,Comercio,29320
20200301,Chihuahua,Hombre,65 AÑOS Y MAS,Construcción,3408
20200301,Chihuahua,Mujer,15 A 24 AÑOS,Servicios Diversos,9079
20200301,Chihuahua,Mujer,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,2754
20200301,Chihuahua,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,6556
20200301,Chihuahua,Hombre,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",11557
20200301,Chihuahua,Hombre,65 AÑOS Y MAS,Servicios Diversos,2604
20200301,Chihuahua,Mujer,15 A 24 AÑOS,Industria Manufacturera,41374
20200301,Chihuahua,Mujer,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",3154
20200301,Chihuahua,Mujer,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,22927
20200301,Chihuahua,Mujer,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",1160
20200301,Chihuahua,Mujer,25 A 44 AÑOS,Servicios Diversos,29503
20200301,Chihuahua,Hombre,25 A 44 AÑOS,Construcción,38740
20200301,Chihuahua,Hombre,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",49931
20200301,Chihuahua,Hombre,45 A 64 AÑOS,Servicios Diversos,18248
20200301,Chihuahua,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,15573
20200301,Chihuahua,Mujer,45 A 64 AÑOS,Construcción,1441
20200301,Chihuahua,Mujer,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,1051
20200301,Chihuahua,Mujer,25 A 44 AÑOS,Gobierno y Organismos Internacionales,17542
20200301,Chihuahua,Hombre,45 A 64 AÑOS,No Especificado,5494
20200301,Chihuahua,Mujer,25 A 44 AÑOS,Industria Manufacturera,117917
20200301,Chihuahua,Hombre,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",27464
20200301,Chihuahua,Hombre,45 A 64 AÑOS,Servicios Sociales,15450
20200301,Chihuahua,Hombre,NO ESPECIFICADO,Servicios Diversos,118
20200301,Chihuahua,Hombre,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",5920
20200301,Chihuahua,Mujer,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,458
20200301,Chihuahua,Hombre,15 A 24 AÑOS,Servicios Sociales,2179
20200301,Chihuahua,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",9325
20200301,Chihuahua,Hombre,25 A 44 AÑOS,Comercio,61682
20200301,Chihuahua,Mujer,65 AÑOS Y MAS,Servicios Diversos,4086
20200301,Chihuahua,Mujer,65 AÑOS Y MAS,Comercio,10495
20200301,Ciudad de México,Mujer,15 A 24 AÑOS,Industria Manufacturera,23434
20200301,Ciudad de México,Mujer,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,77169
20200301,Ciudad de México,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",4414
20200301,Ciudad de México,Hombre,25 A 44 AÑOS,Comercio,194506
20200301,Ciudad de México,Hombre,25 A 44 AÑOS,No Especificado,7084
